,keywords,number_of_times_word_appeared,tf,idf,tf_idf
2713,propre,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
2757,omnium,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
3639,humaine,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
2940,effectué,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
1783,vite,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
1258,marin,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
1204,bonnes,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
1207,principales,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
3600,accessibles,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
1776,crm,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
3059,exem,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
1487,automatiser,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
4385,propriété,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
1431,expertises,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
3442,coute,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
3157,envergure,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
2123,pack,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
2429,charges,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
1621,homme,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
1423,adapter,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
1597,canopy,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
1593,mobilité,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
2158,smartphone,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
1586,filiale,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
1578,positionne,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
90,embarqué,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
4226,long,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
2183,rapport,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
1460,animation,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
2184,concepteur,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
3339,travaillerez,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
2250,ajoutée,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
3274,optimisation,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
2257,croissance,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
4140,disponibles,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
2315,wabel,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
80,réponse,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
4316,accord,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
2101,issu,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
1644,discontinu,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
3546,bord,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
2056,signal,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
3062,airbus,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
1290,fichier,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
1711,horaire,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
3075,chu,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
3520,tapes,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
1497,relationnelles,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
2590,sciences,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
4355,sanofi,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
2569,engine,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
3506,comanonymous,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
2087,installation,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
1329,volutive,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
2557,worldgrid,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
1349,problèmes,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
3097,passe,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
1360,svn,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
2531,méthodologies,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
2493,curieux,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
3486,quivalent,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
1834,challenges,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
112,préparer,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
832,scénarios,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
645,correspondent,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
972,final,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
992,parallèle,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
457,efficace,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
474,tool,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
232,développeurs,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
291,armes,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
905,high,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
998,juridique,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
829,administratif,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
947,existants,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
702,retour,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
396,courant,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
690,principaux,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
983,nécessaires,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
253,répondre,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
609,encadrant,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
343,inspection,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
511,gérer,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
769,contacts,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
160,sph,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
342,paramétrage,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
1049,pendant,7,3.233121948741161e-05,3.3524072174927233,0.00010838741355994007
3246,reputat,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
846,membre,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
4401,mettront,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
3027,amené,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
424,mines,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
3241,intervenez,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
501,activiti,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
4217,identificatio,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
790,team,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
3743,déroule,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
1689,retenu,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
502,moteurs,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
3969,mining,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
1687,documents,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
3362,imagerie,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
3537,pourvoir,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
731,courriel,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
110,portent,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
4225,suivre,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
623,disposez,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
1703,rattaché,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
6,mitic,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
1724,crée,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
2202,trace,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
3130,représentant,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
3131,vente,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
3269,neuroscience,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
3091,attention,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
2190,engineer,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
3268,euse,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
551,collaborative,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
3942,prenez,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
2186,esn,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
772,acteurs,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
4440,duree,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
2939,effectif,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
3136,travaillez,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
3796,construction,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
2173,terme,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
612,spécialisation,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
1923,laquelle,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
391,corrective,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
2431,concernant,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
618,majeur,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
4082,externes,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
2748,parmi,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
3074,indispensa,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
172,legendre,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
798,lm,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
415,sg,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
1488,internship,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
3065,ouvre,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
2975,unix,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
2384,encadré,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
3551,fichiers,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
1498,après,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
2608,premières,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
1502,basée,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
2407,second,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
2652,travers,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
967,européens,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
651,opérationnelle,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
4048,indicateurs,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
4300,mesure,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
3388,srcd,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
203,conduit,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
1536,provence,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
2036,comité,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
4269,atm,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
4270,acoustique,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
3178,types,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
1560,hebdomadaire,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
1562,enregistrement,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
1574,créatif,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
4258,squad,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
1626,souhaitée,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
1013,sélection,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
175,expérimenté,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
4233,liées,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
3845,coeur,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
1007,comptable,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
3229,contribution,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
837,visualisation,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
2588,avantages,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
2455,naf,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
174,keople,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
1001,ressources,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
4237,activement,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
2685,exigence,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
2910,siret,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
720,multiculturel,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
807,ouverture,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
1980,exemple,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
989,responsabilité,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
1635,apprécié,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
3167,commande,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
351,appel,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
2887,stack,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
3836,cible,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
3377,spécialisée,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
835,amu,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
3835,soa,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
3277,programmes,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
2022,actuellement,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
3437,trouve,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
3781,chef,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
4470,particulier,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
3016,meilleur,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
2307,usage,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
54,profondément,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
4473,initiative,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
1214,lp,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
63,changes,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
1893,cahier,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
4532,connexion,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
3440,celles,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
2248,modalités,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
1788,contenu,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
4125,digitales,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
2948,rtunités,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
3314,tablettes,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
3434,scientifique,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
1085,intranet,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
3780,flash,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
2511,surveillance,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
4479,cesson,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
3894,disposition,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
2224,transfer,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
1828,pourra,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
3310,statut,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
2790,globale,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
33,core,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
4485,rigueur,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
4159,caen,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
4148,coles,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
548,enfin,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
3282,compétitivité,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
3889,ebusiness,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
1180,intelligence,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
3921,excellente,6,2.771247384635281e-05,3.506557897319982,9.71753940202019e-05
2333,système,179,0.0008267554697495254,0.11093156070728162,9.17132745825966e-05
3689,bi,179,0.0008267554697495254,0.11093156070728162,9.17132745825966e-05
205,clé,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
3992,style,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
2081,serveurs,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
3553,présente,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
2812,aider,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
3880,fabrication,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
1433,issue,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
3666,bachelot,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
1647,acquérir,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
2370,maintien,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
287,delivery,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
4345,attendus,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
1437,utiliser,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
1822,jobsstage,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
3375,brigitte,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
4246,bigdata,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
374,jusque,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
335,intégrateur,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
3333,disponibilité,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
2701,low,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
1385,venant,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
157,tableur,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
1958,professionnels,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
2880,automation,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
4065,auprès,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
1015,convivial,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
4495,langue,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
3847,portails,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
3875,qualification,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
4106,immersion,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
2856,general,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
420,régulièrement,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
4061,valider,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
2916,fournisseurs,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
3768,activities,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
1817,revendique,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
2960,apprentissages,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
3541,variables,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
3984,machines,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
3915,patient,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
3007,rencontrés,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
3783,former,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
2309,chacun,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
4504,géographique,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
3913,présentation,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
2097,media,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
2079,jenkins,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
4145,impact,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
2815,distribué,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
2907,continuous,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
1595,ixblue,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
347,tudier,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
1528,complexe,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
281,changement,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
3822,matière,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
2972,division,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
2277,reputati,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
3697,charly,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
3189,hard,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
1117,statistiques,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
2393,organisme,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
346,variés,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
13,dcns,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
4286,avancées,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
1547,livebox,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
413,innovations,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
2636,retourner,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
3183,banque,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
201,cinquantième,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
3318,smsi,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
1555,pdf,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
4281,uml,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
754,evitech,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
2017,important,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
861,innovantes,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
4028,levy,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
2481,automobile,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
402,accompagner,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
4304,pme,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
68,privé,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
4305,php5,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
404,produire,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
3209,flex,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
3379,livrables,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
519,immobilier,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
123,mondialisé,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
2379,ambition,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
1619,ensuite,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
3655,intégrez,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
3819,plateformes,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
2890,manager,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
3708,vrai,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
4259,demandes,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
2821,sévigné,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
3903,curiosité,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
4007,quelque,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
2385,apports,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
647,vue,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
4129,chantiers,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
2893,savoir,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
2657,envisage,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
1505,bechara,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
4312,comprend,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
3704,désirez,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
4012,sales,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
2293,sisea,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
120,identification,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
4040,contactent,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
3158,experiencetm,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
417,jours,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
4417,inscrit,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
2211,prototype,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
856,descriptif,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
3742,vérifier,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
3944,organisations,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
3015,trade,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
4410,voluer,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
2548,versement,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
4444,time,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
2551,radio,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
885,critiques,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
1940,permettront,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
3286,intéressés,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
555,indispensable,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
3640,collecte,5,2.3093728205294005e-05,3.6888794541139363,8.518997949540056e-05
