,keywords,number_of_times_word_appeared,tf,idf,tf_idf
3919,gl,108,0.0004988245292343505,0.616186139423817,0.00030736876091881735
1842,domaine,109,0.0005034432748754093,0.6069694843188931,0.00030557470493494193
434,group,109,0.0005034432748754093,0.6069694843188931,0.00030557470493494193
4245,munication,43,0.00019860606256552846,1.5371172508544744,0.00030528080489375685
414,product,43,0.00019860606256552846,1.5371172508544744,0.00030528080489375685
2776,nouvel,43,0.00019860606256552846,1.5371172508544744,0.00030528080489375685
3734,formations,110,0.0005080620205164682,0.5978370007556204,0.0003037382745434058
3738,met,110,0.0005080620205164682,0.5978370007556204,0.0003037382745434058
36,domain,110,0.0005080620205164682,0.5978370007556204,0.0003037382745434058
515,fonction,110,0.0005080620205164682,0.5978370007556204,0.0003037382745434058
1492,uvre,42,0.00019398731692446964,1.5606477482646683,0.00030274586935007813
2869,jour,42,0.00019398731692446964,1.5606477482646683,0.00030274586935007813
3285,national,42,0.00019398731692446964,1.5606477482646683,0.00030274586935007813
307,context,42,0.00019398731692446964,1.5606477482646683,0.00030274586935007813
3419,tudiant,42,0.00019398731692446964,1.5606477482646683,0.00030274586935007813
1938,semaines,42,0.00019398731692446964,1.5606477482646683,0.00030274586935007813
3360,communication,42,0.00019398731692446964,1.5606477482646683,0.00030274586935007813
99,sécurité,42,0.00019398731692446964,1.5606477482646683,0.00030274586935007813
880,bus,42,0.00019398731692446964,1.5606477482646683,0.00030274586935007813
2787,rés,111,0.0005126807661575269,0.5887871652357025,0.00030185985497675836
4201,conseil,41,0.00018936857128341086,1.5847452998437288,0.00030010095327950745
3863,soins,41,0.00018936857128341086,1.5847452998437288,0.00030010095327950745
3323,usine,41,0.00018936857128341086,1.5847452998437288,0.00030010095327950745
2050,technologique,41,0.00018936857128341086,1.5847452998437288,0.00030010095327950745
1066,interne,41,0.00018936857128341086,1.5847452998437288,0.00030010095327950745
2969,génie,112,0.0005172995117985858,0.5798184952529422,0.00029993982452613757
2656,propos,113,0.0005219182574396446,0.5709295478356962,0.00029797855472721074
2649,texte,40,0.00018474982564235204,1.6094379124341003,0.0002973433737043911
3466,marc,40,0.00018474982564235204,1.6094379124341003,0.0002973433737043911
3575,ami,40,0.00018474982564235204,1.6094379124341003,0.0002973433737043911
1518,besoins,40,0.00018474982564235204,1.6094379124341003,0.0002973433737043911
1895,vie,40,0.00018474982564235204,1.6094379124341003,0.0002973433737043911
3090,nouvelle,40,0.00018474982564235204,1.6094379124341003,0.0002973433737043911
760,contrat,114,0.0005265370030807033,0.5621189181535412,0.00029597641053953275
960,société,39,0.00018013108000129326,1.6347557204183902,0.00029447031345725686
2281,mobile,39,0.00018013108000129326,1.6347557204183902,0.00029447031345725686
743,roi,39,0.00018013108000129326,1.6347557204183902,0.00029447031345725686
1397,fax,39,0.00018013108000129326,1.6347557204183902,0.00029447031345725686
4231,lte,39,0.00018013108000129326,1.6347557204183902,0.00029447031345725686
3003,tel,39,0.00018013108000129326,1.6347557204183902,0.00029447031345725686
517,cadre,39,0.00018013108000129326,1.6347557204183902,0.00029447031345725686
1159,réalisation,39,0.00018013108000129326,1.6347557204183902,0.00029447031345725686
879,mail,39,0.00018013108000129326,1.6347557204183902,0.00029447031345725686
4459,seaux,39,0.00018013108000129326,1.6347557204183902,0.00029447031345725686
3558,contexte,39,0.00018013108000129326,1.6347557204183902,0.00029447031345725686
3888,ans,115,0.0005311557487217622,0.5533852381847866,0.000293933750519611
3144,vo,115,0.0005311557487217622,0.5533852381847866,0.000293933750519611
3435,août,38,0.00017551233436023444,1.6607312068216509,0.00029147881085415727
828,expert,38,0.00017551233436023444,1.6607312068216509,0.00029147881085415727
3832,réseaux,38,0.00017551233436023444,1.6607312068216509,0.00029147881085415727
3348,utilisateur,38,0.00017551233436023444,1.6607312068216509,0.00029147881085415727
1996,plat,38,0.00017551233436023444,1.6607312068216509,0.00029147881085415727
2677,alt,38,0.00017551233436023444,1.6607312068216509,0.00029147881085415727
979,professionnel,38,0.00017551233436023444,1.6607312068216509,0.00029147881085415727
3561,réalise,38,0.00017551233436023444,1.6607312068216509,0.00029147881085415727
4356,lang,38,0.00017551233436023444,1.6607312068216509,0.00029147881085415727
4460,cto,38,0.00017551233436023444,1.6607312068216509,0.00029147881085415727
1953,stagiaire,38,0.00017551233436023444,1.6607312068216509,0.00029147881085415727
440,tant,117,0.0005403932400038797,0.5361434317502806,0.0002897282861903331
3239,ph,117,0.0005403932400038797,0.5361434317502806,0.0002897282861903331
2057,suivant,37,0.00017089358871917566,1.6873994539038122,0.0002883657482803997
259,four,37,0.00017089358871917566,1.6873994539038122,0.0002883657482803997
1787,pub,37,0.00017089358871917566,1.6873994539038122,0.0002883657482803997
3085,production,37,0.00017089358871917566,1.6873994539038122,0.0002883657482803997
1364,infogérance,37,0.00017089358871917566,1.6873994539038122,0.0002883657482803997
227,minimu,37,0.00017089358871917566,1.6873994539038122,0.0002883657482803997
3034,mondial,37,0.00017089358871917566,1.6873994539038122,0.0002883657482803997
4241,eo,37,0.00017089358871917566,1.6873994539038122,0.0002883657482803997
869,org,37,0.00017089358871917566,1.6873994539038122,0.0002883657482803997
3104,tat,118,0.0005450119856449386,0.5276327420823719,0.00028756616845359727
1765,lab,118,0.0005450119856449386,0.5276327420823719,0.00028756616845359727
1666,clients,118,0.0005450119856449386,0.5276327420823719,0.00028756616845359727
2691,international,36,0.00016627484307811684,1.7147984280919266,0.0002851278395415865
1630,sql,36,0.00016627484307811684,1.7147984280919266,0.0002851278395415865
819,minimum,36,0.00016627484307811684,1.7147984280919266,0.0002851278395415865
1922,requis,36,0.00016627484307811684,1.7147984280919266,0.0002851278395415865
3053,général,36,0.00016627484307811684,1.7147984280919266,0.0002851278395415865
282,plate,36,0.00016627484307811684,1.7147984280919266,0.0002851278395415865
4516,réalisé,36,0.00016627484307811684,1.7147984280919266,0.0002851278395415865
3527,peur,35,0.00016165609743705805,1.742969305058623,0.00028176161580835814
1022,charge,35,0.00016165609743705805,1.742969305058623,0.00028176161580835814
293,logiciels,35,0.00016165609743705805,1.742969305058623,0.00028176161580835814
2935,master,35,0.00016165609743705805,1.742969305058623,0.00028176161580835814
4090,différents,35,0.00016165609743705805,1.742969305058623,0.00028176161580835814
3205,informatiques,35,0.00016165609743705805,1.742969305058623,0.00028176161580835814
1058,appli,121,0.000558868222568115,0.5025268209512956,0.00028084627121785597
3163,profil,122,0.0005634869682091737,0.49429632181478017,0.00027852953577635656
1400,js,34,0.00015703735179599924,1.7719568419318754,0.00027826340995378376
1121,tiers,34,0.00015703735179599924,1.7719568419318754,0.00027826340995378376
2818,travailler,34,0.00015703735179599924,1.7719568419318754,0.00027826340995378376
3761,cam,34,0.00015703735179599924,1.7719568419318754,0.00027826340995378376
2584,aris,34,0.00015703735179599924,1.7719568419318754,0.00027826340995378376
4368,architecture,34,0.00015703735179599924,1.7719568419318754,0.00027826340995378376
872,document,34,0.00015703735179599924,1.7719568419318754,0.00027826340995378376
4389,sure,34,0.00015703735179599924,1.7719568419318754,0.00027826340995378376
1257,usines,34,0.00015703735179599924,1.7719568419318754,0.00027826340995378376
4493,télé,123,0.0005681057138502326,0.48613301117561913,0.0002761749413400882
84,phase,33,0.00015241860615494045,1.8018098050815565,0.0002746293390468358
1088,marché,33,0.00015241860615494045,1.8018098050815565,0.0002746293390468358
2125,adm,33,0.00015241860615494045,1.8018098050815565,0.0002746293390468358
1103,vision,33,0.00015241860615494045,1.8018098050815565,0.0002746293390468358
3605,propose,33,0.00015241860615494045,1.8018098050815565,0.0002746293390468358
1557,missions,33,0.00015241860615494045,1.8018098050815565,0.0002746293390468358
4310,systèmes,124,0.0005727244594912913,0.47803580094299974,0.00027378279571256607
3861,cloud,32,0.00014779986051388164,1.8325814637483102,0.0002708552847223253
4397,fourni,32,0.00014779986051388164,1.8325814637483102,0.0002708552847223253
1795,iso,32,0.00014779986051388164,1.8325814637483102,0.0002708552847223253
3827,capacité,32,0.00014779986051388164,1.8325814637483102,0.0002708552847223253
2991,bonne,32,0.00014779986051388164,1.8325814637483102,0.0002708552847223253
531,ainsi,32,0.00014779986051388164,1.8325814637483102,0.0002708552847223253
2703,monde,32,0.00014779986051388164,1.8325814637483102,0.0002708552847223253
4354,process,32,0.00014779986051388164,1.8325814637483102,0.0002708552847223253
4126,fer,32,0.00014779986051388164,1.8325814637483102,0.0002708552847223253
4138,description,126,0.000581961950773409,0.4620354595965586,0.00026888705739330185
2472,pré,126,0.000581961950773409,0.4620354595965586,0.00026888705739330185
49,vers,126,0.000581961950773409,0.4620354595965586,0.00026888705739330185
803,cours,31,0.00014318111487282283,1.8643301620628903,0.00026693687109519506
1389,lot,31,0.00014318111487282283,1.8643301620628903,0.00026693687109519506
2857,numérique,31,0.00014318111487282283,1.8643301620628903,0.00026693687109519506
2212,lectronique,31,0.00014318111487282283,1.8643301620628903,0.00026693687109519506
3852,réaliser,31,0.00014318111487282283,1.8643301620628903,0.00026693687109519506
405,alternance,31,0.00014318111487282283,1.8643301620628903,0.00026693687109519506
634,nouvelles,31,0.00014318111487282283,1.8643301620628903,0.00026693687109519506
3687,paris,31,0.00014318111487282283,1.8643301620628903,0.00026693687109519506
811,activités,31,0.00014318111487282283,1.8643301620628903,0.00026693687109519506
2802,business,31,0.00014318111487282283,1.8643301620628903,0.00026693687109519506
796,sable,31,0.00014318111487282283,1.8643301620628903,0.00026693687109519506
3048,world,31,0.00014318111487282283,1.8643301620628903,0.00026693687109519506
3543,th,128,0.0005911994420555266,0.44628710262841953,0.00026384468607049913
788,utilisateurs,30,0.00013856236923176404,1.8971199848858813,0.0002628694398227161
4374,sso,30,0.00013856236923176404,1.8971199848858813,0.0002628694398227161
2878,expertise,30,0.00013856236923176404,1.8971199848858813,0.0002628694398227161
1406,big,30,0.00013856236923176404,1.8971199848858813,0.0002628694398227161
489,porte,30,0.00013856236923176404,1.8971199848858813,0.0002628694398227161
1774,public,30,0.00013856236923176404,1.8971199848858813,0.0002628694398227161
2509,langage,30,0.00013856236923176404,1.8971199848858813,0.0002628694398227161
4513,port,129,0.0005958181876965854,0.43850496218636464,0.00026126923186583947
3657,mettre,29,0.00013394362359070522,1.9310215365615626,0.00025864802183874717
3680,pério,29,0.00013394362359070522,1.9310215365615626,0.00025864802183874717
4076,digital,29,0.00013394362359070522,1.9310215365615626,0.00025864802183874717
52,développeur,29,0.00013394362359070522,1.9310215365615626,0.00025864802183874717
2114,pou,29,0.00013394362359070522,1.9310215365615626,0.00025864802183874717
4359,transform,29,0.00013394362359070522,1.9310215365615626,0.00025864802183874717
605,produit,29,0.00013394362359070522,1.9310215365615626,0.00025864802183874717
616,consiste,29,0.00013394362359070522,1.9310215365615626,0.00025864802183874717
4131,souhaite,29,0.00013394362359070522,1.9310215365615626,0.00025864802183874717
56,suivi,29,0.00013394362359070522,1.9310215365615626,0.00025864802183874717
815,html,28,0.00012932487794964644,1.9661128563728327,0.00025426730518564734
162,objectif,28,0.00012932487794964644,1.9661128563728327,0.00025426730518564734
1852,méthode,28,0.00012932487794964644,1.9661128563728327,0.00025426730518564734
2651,omb,28,0.00012932487794964644,1.9661128563728327,0.00025426730518564734
1316,apprenti,28,0.00012932487794964644,1.9661128563728327,0.00025426730518564734
507,ref,28,0.00012932487794964644,1.9661128563728327,0.00025426730518564734
3070,mondiaux,28,0.00012932487794964644,1.9661128563728327,0.00025426730518564734
2475,voir,28,0.00012932487794964644,1.9661128563728327,0.00025426730518564734
2068,traitement,28,0.00012932487794964644,1.9661128563728327,0.00025426730518564734
3288,apport,28,0.00012932487794964644,1.9661128563728327,0.00025426730518564734
1561,ms,28,0.00012932487794964644,1.9661128563728327,0.00025426730518564734
2234,etc,28,0.00012932487794964644,1.9661128563728327,0.00025426730518564734
770,compte,28,0.00012932487794964644,1.9661128563728327,0.00025426730518564734
2144,périod,28,0.00012932487794964644,1.9661128563728327,0.00025426730518564734
3509,pus,28,0.00012932487794964644,1.9661128563728327,0.00025426730518564734
22,chez,28,0.00012932487794964644,1.9661128563728327,0.00025426730518564734
1353,descript,132,0.0006096744246197618,0.4155154439616658,0.00025332913921795346
2316,période,27,0.00012470613230858762,2.0024805005437076,0.0002497215982461704
549,temps,27,0.00012470613230858762,2.0024805005437076,0.0002497215982461704
669,permettant,27,0.00012470613230858762,2.0024805005437076,0.0002497215982461704
2093,phone,27,0.00012470613230858762,2.0024805005437076,0.0002497215982461704
1899,seme,27,0.00012470613230858762,2.0024805005437076,0.0002497215982461704
2846,présent,27,0.00012470613230858762,2.0024805005437076,0.0002497215982461704
276,aide,27,0.00012470613230858762,2.0024805005437076,0.0002497215982461704
1624,face,27,0.00012470613230858762,2.0024805005437076,0.0002497215982461704
919,jeux,27,0.00012470613230858762,2.0024805005437076,0.0002497215982461704
1072,dan,27,0.00012470613230858762,2.0024805005437076,0.0002497215982461704
2358,gie,134,0.0006189119159018794,0.40047756659712536,0.00024786033801834934
1883,fort,26,0.00012008738666752884,2.0402208285265546,0.0002450047875224144
4166,près,26,0.00012008738666752884,2.0402208285265546,0.0002450047875224144
896,windows,26,0.00012008738666752884,2.0402208285265546,0.0002450047875224144
2471,déploie,26,0.00012008738666752884,2.0402208285265546,0.0002450047875224144
1311,semble,26,0.00012008738666752884,2.0402208285265546,0.0002450047875224144
1286,apprentissage,26,0.00012008738666752884,2.0402208285265546,0.0002450047875224144
2347,campus,26,0.00012008738666752884,2.0402208285265546,0.0002450047875224144
2070,stages,26,0.00012008738666752884,2.0402208285265546,0.0002450047875224144
3699,afin,26,0.00012008738666752884,2.0402208285265546,0.0002450047875224144
3897,hp,26,0.00012008738666752884,2.0402208285265546,0.0002450047875224144
833,cedex,26,0.00012008738666752884,2.0402208285265546,0.0002450047875224144
2645,line,26,0.00012008738666752884,2.0402208285265546,0.0002450047875224144
1127,relation,26,0.00012008738666752884,2.0402208285265546,0.0002450047875224144
4071,volution,26,0.00012008738666752884,2.0402208285265546,0.0002450047875224144
453,continu,26,0.00012008738666752884,2.0402208285265546,0.0002450047875224144
4365,maîtrise,26,0.00012008738666752884,2.0402208285265546,0.0002450047875224144
1944,techno,136,0.000628149407183997,0.38566248081198473,0.00024225365869515783
2822,ind,136,0.000628149407183997,0.38566248081198473,0.00024225365869515783
1322,fil,136,0.000628149407183997,0.38566248081198473,0.00024225365869515783
1613,rises,25,0.00011546864102647004,2.0794415416798357,0.0002401102889117584
3833,soft,25,0.00011546864102647004,2.0794415416798357,0.0002401102889117584
2464,proposé,25,0.00011546864102647004,2.0794415416798357,0.0002401102889117584
2049,jobsanonymous,25,0.00011546864102647004,2.0794415416798357,0.0002401102889117584
1443,requise,25,0.00011546864102647004,2.0794415416798357,0.0002401102889117584
224,crit,25,0.00011546864102647004,2.0794415416798357,0.0002401102889117584
2625,ensemb,25,0.00011546864102647004,2.0794415416798357,0.0002401102889117584
611,agile,25,0.00011546864102647004,2.0794415416798357,0.0002401102889117584
2287,licence,25,0.00011546864102647004,2.0794415416798357,0.0002401102889117584
912,basé,25,0.00011546864102647004,2.0794415416798357,0.0002401102889117584
240,secteurs,25,0.00011546864102647004,2.0794415416798357,0.0002401102889117584
2005,métiers,25,0.00011546864102647004,2.0794415416798357,0.0002401102889117584
